vehicle_model,battery_capacity_kwh,charging_station_id,charging_station_location,energy_consumed_kwh,charging_duration_hours,charging_rate_kw,time_of_day,day_of_week,state_of_charge_start_,state_of_charge_end_,distance_driven_since_last_charge_km,temperature_c,charger_type,user_type,station_name,operator,station_key,station_name_loc,address,operator_loc,charging_types,payment_options,amenities,latitude,longitude,city,state
Hyundai Kona,50.0,Station_108,"Sakinaka Junction, Andheri East, Mumbai",47.49433927,2.19,21.67222574,Afternoon,Saturday,58.68736693,84.96009646,116.6550785,-3.112536169,DC Fast Charger,Casual Driver,EVteQ - Sakinaka,EVteQ,evteq sakinaka,EVteQ - Sakinaka,"Sakinaka Junction, Andheri East, Mumbai",EVteQ,"AC 7.4kW, DC 15kW","App, Card, UPI",Parking,19.102,72.8872,Mumbai,Maharashtra
MG Comet,86.71809382,Station_162,"Rani Baug Entrance, Byculla East, Mumbai",61.63104966,3.02,20.39119229,Night,Wednesday,23.35781808,96.40888301,83.91991846,-6.983337242,Level 1,Long-Distance Traveler,Tata Power - Byculla,Tata Power,tata power byculla,Tata Power - Byculla,"Rani Baug Entrance, Byculla East, Mumbai",Tata Power,AC 11kW,"App, RFID, UPI",On-street Parking,18.9788,72.8337,Mumbai,Maharashtra
MG Comet,75.0,Station_357,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",77.63234569,6.94,11.17901456,Evening,Friday,54.6438593,58.01818478,101.4029122,2.21108395,DC Fast Charger,Commuter,Tata Power,,tata power,Tata Power Charging Station,"Anik Depot, Municipal Kamgar Vasahat, Trombay Industrial Area, Chembur, Mumbai",Tata Power,DC 25kW,"App, UPI","Parking, App Connect",19.0302,72.8927,Mumbai,Maharashtra
Hyundai Kona,54.03223627,Station_145,"Panvel Railway Station East, Navi Mumbai",21.27074191,0.53,40.17685077,Morning,Saturday,23.97110918,90.94302581,75.72756439,31.34685759,DC Fast Charger,Commuter,Tata Power - New Panvel,Tata Power,tata power new panvel,Tata Power - New Panvel,"Panvel Railway Station East, Navi Mumbai",Tata Power,"AC 11kW, DC 25kW",App,Station Parking,18.9907,73.1195,Mumbai,Maharashtra
TATA Nexon,50.0,Station_376,"Borosil Plot,off, Makwana Rd, Marol, Andheri East, Mumbai, Maharashtra",12.89314236,0.74,17.34136646,Morning,Wednesday,78.39287123,78.81590749,88.54041811,20.05511243,Level 2,Casual Driver,Vasant oasis,,vasant oasis,Vasant oasis,"Borosil Plot,off, Makwana Rd, Marol, Andheri East, Mumbai, Maharashtra",,,,,19.1146146,72.8840941,Mumbai,Maharashtra
TATA Nexon,62.0,Station_231,"World Trade Centre One, Lower Parel, Mumbai",43.4665651,1.19,36.60130618,Night,Wednesday,76.9602295,83.75662148,11.76940925,12.23564457,Level 1,Commuter,Fortum - Lower Parel,Fortum,fortum lower parel,Fortum - Lower Parel,"World Trade Centre One, Lower Parel, Mumbai",Fortum,"AC 22kW, DC 50kW","App, Card, RFID",Office Parking,19.0012,72.8281,Mumbai,Maharashtra
MG Comet,50.0,Station_393,"Santacruz West, Next to Railway Station, Mumbai",43.12603812,7.48,5.766635774,Morning,Friday,69.61870824,77.39673449,167.617392,31.05761684,Level 2,Commuter,ATUM Charge - Santacruz,ATUM,atum charge santacruz,ATUM Charge - Santacruz,"Santacruz West, Next to Railway Station, Mumbai",ATUM,"AC 7.4kW, DC 25kW","App, Card",Parking,19.0815,72.8367,Mumbai,Maharashtra
TATA Tiago,62.0,Station_24,"Near Ghatkopar Metro Station, Ghatkopar West, Mumbai",11.32191413,0.28,39.95811626,Morning,Saturday,59.77588685,53.00916603,111.6990822,-0.886886899,Level 1,Long-Distance Traveler,Magenta ChargeGrid - Ghatkopar,Magenta,magenta chargegrid ghatkopar,Magenta ChargeGrid - Ghatkopar,"Near Ghatkopar Metro Station, Ghatkopar West, Mumbai",Magenta,"AC 7.4kW, DC 15kW","App, Card",Parking,19.0864,72.9085,Mumbai,Maharashtra
MG Comet,50.0,Station_486,"Marol Naka Metro Station, Andheri East, Mumbai",26.58671022,1.09,24.45076324,Afternoon,Tuesday,77.97541226,91.45202017,191.3873015,5.320091462,Level 1,Long-Distance Traveler,Volttic Charging - Marol,Volttic,volttic marol,Volttic Charging - Marol,"Marol Naka Metro Station, Andheri East, Mumbai",Volttic,DC Fast 25kW,"App, Card",Parking,19.1112,72.874,Mumbai,Maharashtra
TATA Tiago,75.0,Station_259,"Sakinaka Junction, Andheri East, Mumbai",5.892835164,0.14,40.77682699,Afternoon,Saturday,12.90517915,57.54316927,100.990055,16.89229648,Level 2,Commuter,EVteQ - Sakinaka,EVteQ,evteq sakinaka,EVteQ - Sakinaka,"Sakinaka Junction, Andheri East, Mumbai",EVteQ,"AC 7.4kW, DC 15kW","App, Card, UPI",Parking,19.102,72.8872,Mumbai,Maharashtra
Hyundai Kona,100.0,Station_296,"Pay & Park, Central Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",47.67827375,1.26,37.74994618,Night,Monday,75.29020927,67.25319331,268.6951245,27.78096351,Level 1,Long-Distance Traveler,"Brookfield, Powai",,brookfield powai,"Brookfield, Powai","Spectra, High St, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",,,,,19.11637,72.91086,Mumbai,Maharashtra
TATA Nexon,75.0,Station_302,"Mankhurd Railway Station, Mumbai",61.11752874,1.64,37.24649566,Evening,Monday,19.89094139,62.23223391,49.12266004,-2.462733809,Level 2,Commuter,Tata Power - Mankhurd,Tata Power,tata power mankhurd,Tata Power - Mankhurd,"Mankhurd Railway Station, Mumbai",Tata Power,AC 11kW,App,Station Parking,19.0498,72.9317,Mumbai,Maharashtra
TATA Curvv,62.0,Station_273,"Chhatrapati Shivaji Maharaj Terminus Parking, Fort, Mumbai",26.44403312,0.98,27.1214299,Morning,Sunday,63.48160387,80.47775508,265.5605629,14.39410549,Level 1,Commuter,Magenta ChargeGrid - CST,Magenta,magenta chargegrid cst,Magenta ChargeGrid - CST,"Chhatrapati Shivaji Maharaj Terminus Parking, Fort, Mumbai",Magenta,"AC 7.4kW, DC 15kW","App, Card",Public Parking,18.9398,72.8354,Mumbai,Maharashtra
TATA Nexon,100.0,Station_420,"Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",42.0179595,3.16,13.30298668,Afternoon,Wednesday,55.03840485,70.45005705,1.899537885,14.64185295,DC Fast Charger,Long-Distance Traveler,MCGM Parking || Club Aquaria,,mcgm parking club aquaria,MCGM Parking || Club Aquaria,"Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",,,,,19.2402364,72.8481819,Mumbai,Maharashtra
TATA Curvv,50.0,Station_249,"Vasai West, Palghar",28.80292498,0.63,45.51884431,Night,Friday,73.6868557,81.23277626,22.33272617,-0.257359046,DC Fast Charger,Casual Driver,Kazam - Vasai,Kazam,kazam vasai,Kazam - Vasai,"Vasai West, Palghar",Kazam,"AC 3.3kW, DC 15kW","App, Card",Parking,19.3919,72.833,Mumbai,Maharashtra
TATA Nexon,100.0,Station_180,"Kalamboli Steel Market Junction, Navi Mumbai",85.03985431,3.18,26.7265968,Evening,Sunday,32.36280196,55.98865792,279.866718,22.66992027,Level 1,Casual Driver,VoltaPoint - Kalamboli Highway,VoltaPoint,voltapoint kalamboli highway,VoltaPoint - Kalamboli Highway,"Kalamboli Steel Market Junction, Navi Mumbai",VoltaPoint,"AC 11kW, DC 30kW",App,Highway Parking,19.0543,73.1153,Mumbai,Maharashtra
MG Comet,50.0,Station_66,"12th Road, Above Upadhyaya Nursing Home, Santacruz East, Mumbai, Maharashtra",47.76784734,1.45,32.99434153,Night,Thursday,13.70945351,97.58940532,221.5358281,15.36325798,Level 1,Long-Distance Traveler,Moiz Apartments,Tata Power,moiz apartments,Moiz Apartments,"12th Road, Above Upadhyaya Nursing Home, Santacruz East, Mumbai, Maharashtra",Tata Power,"AC 7.4kW, DC 25kW","App, UPI",Parking,19.0737,72.857,Mumbai,Maharashtra
TATA Curvv,62.0,Station_308,"Phoenix Mills Compound, Lower Parel, Mumbai",57.45442117,1.61,35.73022937,Morning,Sunday,32.34187153,89.61714559,57.28951047,33.49059845,Level 2,Casual Driver,Statiq - Parel,Statiq,statiq parel,Statiq - Parel,"Phoenix Mills Compound, Lower Parel, Mumbai",Statiq,"AC 11kW, DC 60kW","App, Card, UPI",Mall Parking,19.0029,72.824,Mumbai,Maharashtra
Hyundai Kona,50.0,Station_171,"Plot 1, Sector 21, Nerul, Navi Mumbai",49.53480946,1.18,42.13698966,Night,Sunday,79.74068238,53.90525935,279.4386696,4.52437496,DC Fast Charger,Casual Driver,EV Point - Navi Mumbai,EV Point,point navi mumbai,EV Point - Navi Mumbai,"Plot 1, Sector 21, Nerul, Navi Mumbai",EV Point,"AC 11kW, DC 22kW","App, Card",Parking,19.0337,73.0204,Mumbai,Maharashtra
TATA Curvv,62.0,Station_107,"World Trade Centre One, Lower Parel, Mumbai",8.315805795,0.71,11.73724408,Morning,Tuesday,38.55338957,56.84768446,271.5255302,35.82177611,Level 2,Long-Distance Traveler,Fortum - Lower Parel,Fortum,fortum lower parel,Fortum - Lower Parel,"World Trade Centre One, Lower Parel, Mumbai",Fortum,"AC 22kW, DC 50kW","App, Card, RFID",Office Parking,19.0012,72.8281,Mumbai,Maharashtra
MG Comet,50.0,Station_439,"RB Mehta Marg, Chembur East, Mumbai",10.18500019,0.34,29.83066536,Evening,Monday,63.63470753,22.88625804,83.87373833,26.52415548,Level 1,Commuter,Magenta ChargeGrid - Chembur,Magenta,magenta chargegrid chembur,Magenta ChargeGrid - Chembur,"RB Mehta Marg, Chembur East, Mumbai",Magenta,"AC 7.4kW, DC 15kW","App, Card",Parking,19.0546,72.9047,Mumbai,Maharashtra
TATA Tiago,85.0,Station_442,"Unit 20-22, Laxmi Woollen Mill, Opposite Blue Loft, Dr E Moses Marg, Off, Shakti Mills Ln, Mahalakshmi, Mumbai",21.7953825,0.58,37.7362187,Night,Saturday,55.13436223,68.54740388,39.03998202,-4.052803771,Level 2,Long-Distance Traveler,Blue Tokai Coffee,,blue tokai coffee,Blue Tokai Coffee,"Unit 20-22, Laxmi Woollen Mill, Opposite Blue Loft, Dr E Moses Marg, Off, Shakti Mills Ln, Mahalakshmi, Mumbai",,,,,18.989356,72.825234,Mumbai,Maharashtra
Hyundai Kona,81.06203029,Station_103,"36, SV Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050",43.4665651,3.22,13.48724207,Morning,Friday,83.09120694,76.50122128,11.25666178,13.73785617,Level 1,Long-Distance Traveler,"IOCL Kini Causway, Bandra",,iocl kini causway bandra,"IOCL Kini Causway, Bandra","36, SV Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050",,,,,19.051601,72.838011,Mumbai,Maharashtra
Hyundai Kona,50.0,Station_13,"Eastern Express Hwy, Near Viviana Mall, Thane, Mumbai",74.27670058,2.96,25.07354432,Night,Tuesday,41.34406167,50.41234126,194.7935439,7.731967314,Level 2,Commuter,Kazam - Thane,Kazam,kazam thane,Kazam - Thane,"Eastern Express Hwy, Near Viviana Mall, Thane, Mumbai",Kazam,"AC 7.4kW, DC 22kW",App,Parking,19.1866,72.9728,Mumbai,Maharashtra
TATA Curvv,75.0,Station_120,"4 Wheeler Parking area Godrej One Pirojshanagar, Eastern Express Highway, Vikhroli u00e2u0080u0093 East, Mumbai u00e2u0080u0093 400079",39.73385255,1.86,21.39560578,Morning,Tuesday,55.863615,85.12226222,136.959135,24.10895296,Level 1,Casual Driver,"Godrej One, Vikhroli",,godrej one vikhroli,"Godrej One, Vikhroli","4 Wheeler Parking area Godrej One Pirojshanagar, Eastern Express Highway, Vikhroli u00e2u0080u0093 East, Mumbai u00e2u0080u0093 400079",,,,,19.0925655,72.9223514,Mumbai,Maharashtra
